keyword,parent,company,funnel,until_date,status,date_range_start,date_range_end,data_points,error
stefan's steakhouse,sandro,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
löyly,under armour,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
teatteri,card factory,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
marimekko,mister car wash,Marimekko OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lindex,american eagle outfitters,Lindex Group plc Class BD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
stockmann,webjet,Lindex Group plc Class BD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
harvia,sandro,Harvia OyjD,branded,2018-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
eos,webjet,Harvia OyjD,branded,2018-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
almost heaven saunas,sandro,Harvia OyjD,branded,2018-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kirami,trustpilot,Harvia OyjD,branded,2018-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
balteco,american eagle outfitters,Harvia OyjD,branded,2018-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
stiga sports,american eagle outfitters,WWS WeSports Group ABD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nordic grip,trustpilot,WWS WeSports Group ABD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
snake,answear,WWS WeSports Group ABD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
exel sports,under armour,WWS WeSports Group ABD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
prowedge,card factory,WWS WeSports Group ABD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
svedbergs,answear,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hafa,card factory,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
macro design,card factory,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nordic tech,sandro,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
inr,mister car wash,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dansani,answear,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
roper rhodes,mister car wash,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cassøe,boot barn,Svedbergs Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rugvista,answear,RugVista Group ABD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
carpetvista,sandro,RugVista Group ABD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
qualisys,card factory,Qualisys Holding ABD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nordrest,mister car wash,Nordrest Holding ABD,branded,2024-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
k-märkt,american eagle outfitters,Nordrest Holding ABD,branded,2024-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nobia,card factory,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hth,trustpilot,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
invita,american eagle outfitters,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
uno form,answear,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
marbodal,card factory,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
myresjökök,answear,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sigdal,sandro,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
norema,sandro,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ewe,sandro,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fm,answear,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
intuo,sandro,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
magnet,card factory,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gower,webjet,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pronorm,card factory,Nobia ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
craft,answear,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
orrefors kosta boda,sandro,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cutter & buck,mister car wash,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
clique,card factory,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
harvest,boot barn,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jobman workwear,boot barn,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
printer active wear,webjet,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tenson,card factory,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ahead,mister car wash,New Wave Group AB Class BD,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421305995755793409) | keyword='ahead', date_from='2011-04-05', date_to='2016-04-04' | No Content"
dahle,boot barn,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
genses,boot barn,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kosta linnewafveri,webjet,New Wave Group AB Class BD,branded,2010-01-31,NOT_NORMALIZED,,,0,No data for kosta linnewafveri in window 1
pax,boot barn,New Wave Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nellycom,sandro,Nelly Group ABD,branded,2011-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nly,american eagle outfitters,Nelly Group ABD,branded,2011-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
estradeur,mister car wash,Nelly Group ABD,branded,2011-09-30,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
wonderland,sandro,Nelly Group ABD,branded,2011-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
memberscom,under armour,Nelly Group ABD,branded,2011-09-30,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421307019161788417) | keyword='memberscom', date_from='2021-01-25', date_to='2026-01-24' | No Content"
mips,boot barn,Mips ABD,branded,2017-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kjell & company,trustpilot,Kjell Group ABD,branded,2021-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
netonnet,answear,Kjell Group ABD,branded,2021-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
elon,webjet,Kjell Group ABD,branded,2021-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kabe,mister car wash,KABE Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
adria,american eagle outfitters,KABE Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sun living,webjet,KABE Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
affinity,sandro,KABE Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tena,american eagle outfitters,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tork,american eagle outfitters,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
libero,under armour,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
libresse,sandro,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bodyform,webjet,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nana,mister car wash,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nuvenia,under armour,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tempo,trustpilot,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lotus,sandro,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
edet,answear,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cushelle,webjet,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
familia,under armour,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vinda,boot barn,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
leukoplast,trustpilot,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cutimed,mister car wash,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
actimove,boot barn,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jobst,sandro,Essity AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
duni,answear,Duni ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
paper+design,boot barn,Duni ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
terinex,answear,Duni ABD,branded,2010-06-30,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
biopak,card factory,Duni ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
swantex,american eagle outfitters,Duni ABD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cuki professional,card factory,Duni ABD,branded,2010-06-30,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
björn borg,sandro,Bjorn Borg ABD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nimbus boats,card factory,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
paragon yachts,trustpilot,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
alukin,trustpilot,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
aquador,mister car wash,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
falcon,webjet,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
finnmaster,trustpilot,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bella boats,trustpilot,Nimbus Group ABD,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
betsson,answear,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
betsafe,american eagle outfitters,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nordicbet,boot barn,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
casinoeuro,mister car wash,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
racebets,under armour,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jalla casino,trustpilot,Betsson AB Class BD,branded,2010-01-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
sverigeautomaten,trustpilot,Betsson AB Class BD,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421311972794174465) | keyword='sverigeautomaten', date_from='2021-01-26', date_to='2026-01-25' | No Content"
rizk,sandro,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
guts,trustpilot,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
starcasino,trustpilot,Betsson AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
actic,webjet,Actic Group ABD,branded,2017-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
asmodee,under armour,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fantasy flight games,under armour,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
days of wonder,mister car wash,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
z-man games,mister car wash,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
catan studio,boot barn,Asmodee Group AB Class BD,branded,2010-01-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
plaid hat games,trustpilot,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
space cowboys,sandro,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
libellud,sandro,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
atomic mass games,boot barn,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gamegenic,sandro,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
loki,trustpilot,Asmodee Group AB Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
